"","BR","BRC1","BRC17","BRC30","BRC5","PC1","PC17","PC30","PC5","PM"
"norank",0.133439817297175,0.400744695276037,0.795748027429087,0.797986930390579,0.825687778510971,0.110513094549119,0.805921466522905,0.774407684676249,0.694583793412378,0.0463848755838445
"Spiribacter",0.00330665588586414,0.0701301700317564,0.0258288453077704,0.0135375437973434,0.0226560795454098,0.448162061143134,0.028690940281198,0.00470937778940524,0.0955408612502413,0.0503766595149884
"Corynebacterium",0.0945660573427841,0.112565589503907,0.000760052264693992,0,0.0113508381138215,0.147637770788737,0,0,0.00397990415308066,0.256897970342639
"Sphaerobacter",0.00124601905754741,0.00502229782131746,0.0567903930607688,0.0542273335994178,0.0433648729378421,0.0124764313342595,0.0991483524728607,0.128433246820272,0.160379227254053,0.00561476066018729
"Luteimonas",0.169712337168716,0.0977426511183358,0.00518241815772123,0.00149643244743033,0.003733065595466,0.00480546794293272,0.000973041913945302,0.000511039109154633,0.00828058232901294,0.0272501532524204
"Sphingosinicella",0.116263970848139,0.0374397195231969,0.000172865396001898,0,0,0.0203847611074091,0,0,0.000252915684616797,0.0891579438508428
"Idiomarina",0.0626165760245463,0.0142634615590225,0,0,0,0.0253754875725147,0,0,0,0.153028736660685
"Dietzia",0.0324516205877652,0.0239888087166768,0.000983680035805063,0.000128883848356459,0.00340643222318056,0.045749431878719,0.00149145232021379,3.84975674522735e-05,0.00526062373651053,0.0900299669974462
"Bauldia",0.00045248696530468,0.00203200787294061,0.0358127345191755,0.0631833295301808,0.0040074795739604,0,0.0239873352515732,0.0630380039589685,0.00287478361886349,0
"Thermoleophilum",0,0.000688787562356735,0.0431613908337435,0.035037434413645,0.0301963200975782,0.00289507523938101,0.0197699062119222,0.00937652806388877,0.00782163670036154,0
"Georgenia",0.0501138168735853,0.0109844253747285,0.000399357396687845,0,0.00293484408238018,0.0357210922755933,0.000170191218657067,0.000403610125199986,0.00208980973666911,0.0453996119571488
"Mycolicibacterium",0.000858168358495374,0.0430493355226413,0.00984817957650528,0.00690522776204895,0.0108728574988794,0.0171607719052393,0.00941666165506277,0.00350277035638083,0.00311018406463433,0.00595943798669159
"Advenella",0.0560359575366874,0.00264858852174758,0,0,0,0.00345684164964373,0,0,0,0.0378709822888788
"Enteractinococcus",0.0249137939452546,0.0166045332300446,0.000228493914335619,0,0.00322781635747494,0.0252760354060529,0,0,0,0.0280389600762927
"Pedobacter",0.0297483615705068,0.00118811478273885,0,0,0,0.00526068886132823,0,0,0,0.0401855027740497
"Yaniella",0.0390013994777791,0.00533911486033417,0,0,0.000912239338039491,0.0108025521493587,0.000370514554725122,0,0.000226685446648734,0.0171630701222632
"Truepera",0.0259017092916067,0.00266098630558192,0,0,0,0.00207588976198503,0,0,0,0.0420570795260422
"Cellulomonas",0.0120443470106858,0.0298674640269883,0.000565231330179584,0,0.00281129365449178,0.00784351217208399,0.000791579273568794,0.000153222114643769,0.000166423750841176,0.0118011508723181
"Microbulbifer",0.0423347683033151,0.00211647563957789,0,0,0,0.00163539633446065,0,0,0,0.0131402130885138
"Pusillimonas",0.0356487876258955,0.00624009326863881,0,0,0,0,0,0,0,0.0140519441333587
"Demequina",0,0.0291262800993997,0.000584680667814078,0,0.00560029490975197,0.0161974733533303,0.000232925217209096,0,0.00276998541345775,0
"Fulvivirga",0.0419495105579281,0,0.00078039438878108,7.00517143821705e-05,0,0,0.00256040505885005,0,0.000411848491376882,0
"Sphingobacterium",0.00114862330435312,0.00970065891408448,0,0,0,0.0104570801601103,0,0,0,0.0228359484298384
"Ornithinicoccus",0.00147000611881896,0.0287964916477444,0.000861244886163763,0.000350402782455941,0.00309028722932199,0.00212631269683198,0.000732834893349928,0.00162541824066262,0.000328377484526998,0
"Chelativorans",0.000343891859046818,0.00141355830448101,0.00410639109454838,0.0106325742683105,0.00079539675150987,0,0.00405054250485127,0.0103587329144497,0,0.000356048501039003
"Actinotalea",0,0.00818743723089939,0.000767688178858498,0.00431088197871481,0.00288327283593705,0.00756741332133168,0.000402041538696201,0.000651729976101374,0.00117503146614193,0
"Chondromyces",0,0.000213271488598537,0.00908727261351794,0.0042880870985545,0.00845591603853595,0.00302766426030283,0,0.000159225954269273,0.000446292513728809,0
"Gryllotalpicola",0,0.00659382239600288,0,0,0.00208762456456083,0.0109964225094138,0.000129587603001959,0,0.00355899970017471,0
"Parvibaculum",0,0.00733408851750458,0.000209948027838307,0,0.00115559641734406,0.0103230974359563,0,5.77988991063866e-05,0.000598907287087772,0
"Steroidobacter",0,0,0.00455555104473254,0.00327842869343756,0.00675015860891141,0,0.000202378139495285,0.000771082562622269,0.00381429189276807,0
"Sandaracinus",0.00586179656270338,0.00642278479072299,0,0,0.000163925170742472,0.00187190985311158,0,0,0.000134611958271043,0.00239898338051155
"Cellvibrio",0.0148373884278243,0.000281555521293262,0,0,0,0,0,0,0,0
"Lysinimonas",0,0.00572537059131615,0,0.000648339845801433,0.000871332533929677,0.00627574164669407,0,0,0.000610462503059924,0
"Pseudoclavibacter",0.00373213199767164,0.00555095042650652,0,0,0.00109902766463334,0.00284872940652663,0,0,0,0
"Mycobacterium",0,0.00512151339947111,0.000291765964465694,0,0.00179384549112554,0.0010757932844389,0.000503744309300651,0.000186052149209585,0.00158376015149505,0
"Pirellula",0,0.000214896153405485,0.00327339391080363,0.00391811782934095,9.14042542004412e-05,0,0.000454099058613558,0.00161597872196434,0,0
